,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
11556,2013802030,20140911T000000,3,2.0,2460,53882,1.0,1,4,3,7,2460,0,1955,0,98198,47.3811,-122.325,2660,32625,357000
5746,9542801310,20150513T000000,3,2.25,2510,9900,1.0,0,0,3,8,1610,900,1978,0,98023,47.2988,-122.374,1940,8510,267000
6159,2473000130,20140626T000000,3,2.25,1780,10395,1.0,0,0,3,8,1780,0,1967,0,98058,47.4539,-122.15,2080,9360,300000
13866,7399000580,20141117T000000,4,2.25,2180,7000,1.0,0,0,3,8,1680,500,1969,0,98055,47.4651,-122.19200000000001,2000,8000,318000
965,1842000140,20140730T000000,3,1.75,1570,7500,1.0,0,1,3,7,1300,270,1953,0,98146,47.4999,-122.368,1590,7660,335000
17539,3956100050,20140829T000000,4,2.5,2770,21806,2.0,0,0,3,9,2770,0,1991,0,98045,47.4815,-121.76799999999999,2500,21656,533300
12359,8078550320,20150326T000000,3,2.0,1260,7346,1.0,0,0,3,7,1260,0,1987,0,98031,47.4034,-122.176,1460,7363,290000
11185,8718500260,20140723T000000,4,2.5,2420,10603,1.0,0,0,5,7,1210,1210,1958,0,98028,47.7397,-122.259,1750,10800,485000
2108,3225069239,20140707T000000,4,3.0,3040,36246,1.5,0,0,3,9,2680,360,1923,2014,98074,47.6093,-122.07,3520,13178,870000
13154,1387300760,20140804T000000,3,2.25,1650,7800,1.0,0,0,3,7,1260,390,1969,0,98011,47.7377,-122.197,1760,8268,385000
11384,3211100570,20140811T000000,4,2.5,2150,9000,1.0,0,0,4,7,1360,790,1979,0,98059,47.4785,-122.16,1620,8400,317500
9703,7655900187,20150205T000000,5,1.75,1720,14040,1.0,0,0,4,8,1150,570,1956,0,98133,47.7365,-122.339,1750,7800,449000
5981,927200380,20150420T000000,4,2.5,2090,12833,1.0,0,0,3,7,1220,870,1969,0,98034,47.7266,-122.175,1740,11200,465000
3771,3222049112,20150507T000000,3,2.5,2780,8225,2.0,0,1,3,9,2780,0,1990,0,98198,47.3509,-122.323,720,9736,449900
16838,723049530,20150505T000000,3,1.0,1130,12212,1.0,0,0,3,6,1130,0,1942,0,98146,47.4952,-122.34,1190,9240,126500
14361,9405800040,20141016T000000,4,1.75,1890,4800,1.5,0,0,3,7,1390,500,1906,0,98119,47.6405,-122.367,1890,4800,775000
21518,9521100867,20140711T000000,3,3.25,1380,1121,3.0,0,0,3,8,1380,0,2008,0,98103,47.6617,-122.34899999999999,1310,1405,475000
15335,9348700020,20140825T000000,4,2.75,3280,6845,2.0,0,0,3,10,3280,0,2003,0,98052,47.7042,-122.10700000000001,3280,7467,734500
9294,1257201095,20150323T000000,2,1.0,1060,6120,1.0,0,0,3,7,1060,0,1908,0,98103,47.6739,-122.329,1730,4080,826000
5297,1562200380,20140916T000000,4,1.75,1740,8800,1.0,0,0,4,8,1740,0,1965,0,98007,47.6232,-122.14200000000001,2180,8436,560000
14036,3451000442,20140717T000000,3,1.5,1210,12500,1.0,0,0,3,7,1210,0,1962,0,98146,47.503,-122.351,1210,12500,257500
4381,8109800110,20140801T000000,3,3.5,2840,4468,3.0,0,0,3,10,2840,0,2006,0,98052,47.7069,-122.117,3040,5400,717550
21455,6431000749,20140922T000000,3,3.25,1340,1151,3.0,0,0,3,7,1340,0,2008,0,98103,47.6904,-122.346,1290,1200,349000
12317,2254501342,20150505T000000,2,1.5,1140,1149,2.0,0,0,3,7,940,200,2001,0,98122,47.6124,-122.314,1460,1149,518000
13462,3586501085,20140808T000000,4,2.5,2290,26720,2.0,0,0,3,8,2290,0,1977,0,98177,47.7502,-122.374,2290,26720,630000
10600,7011200830,20140909T000000,4,2.0,1590,5400,1.0,0,2,3,7,990,600,1900,0,98119,47.637,-122.367,2190,4800,783200
5948,7942100290,20140910T000000,3,1.75,1050,9871,1.0,0,0,5,7,1050,0,1968,0,98042,47.3816,-122.087,1300,10794,199000
16357,2767600635,20150507T000000,2,3.0,2020,5000,1.0,0,0,3,8,1350,670,1952,0,98117,47.6758,-122.375,1160,1118,742500
19061,2767603255,20150224T000000,2,1.0,1170,4750,1.0,0,0,3,6,1170,0,1903,0,98107,47.6729,-122.37799999999999,1170,2023,540000
4200,7905200386,20140729T000000,3,1.0,1020,6903,1.0,0,0,3,7,1020,0,1951,0,98116,47.571000000000005,-122.39200000000001,1440,6678,410000
7132,2287000010,20140710T000000,3,2.25,1810,9845,1.0,0,0,4,8,1810,0,1959,1991,98040,47.5505,-122.221,1900,10083,713400
5140,7140200280,20140715T000000,4,2.75,1910,7700,1.0,0,0,4,7,1000,910,1980,0,98030,47.369,-122.17,1880,7875,250000
13804,421000455,20150502T000000,3,1.0,1360,5840,1.0,0,0,4,5,1360,0,1953,0,98056,47.4945,-122.166,1250,6708,253200
20027,3744000100,20141111T000000,4,3.25,3230,4838,2.0,0,0,3,9,3230,0,2014,0,98038,47.3559,-122.023,2980,5094,572115
15929,5453700020,20140825T000000,3,2.25,2180,9865,1.0,0,0,4,8,1660,520,1966,0,98040,47.5358,-122.235,2600,10034,910000
10837,6844700510,20141203T000000,4,2.5,2672,4297,2.0,0,0,3,8,2020,652,2005,0,98115,47.6955,-122.289,1720,6120,700000
5286,9264900660,20140919T000000,4,2.5,2500,9654,1.0,0,0,3,8,1830,670,1979,0,98023,47.3137,-122.34299999999999,2500,8839,241500
7053,5196420290,20150317T000000,4,2.75,3270,9231,2.0,0,0,3,10,3270,0,1995,0,98052,47.6539,-122.12100000000001,3380,10154,940000
6022,5631500992,20140515T000000,3,2.5,2240,10800,2.0,0,0,3,8,2240,0,1996,0,98028,47.7433,-122.229,1900,9900,390000
11039,1423069129,20150320T000000,4,1.75,2350,54450,1.0,0,0,4,7,1250,1100,1971,0,98027,47.4816,-122.005,2180,50529,449000
16529,8651720020,20140512T000000,4,2.5,2780,6369,1.0,0,0,3,8,1590,1190,1978,0,98034,47.7284,-122.21600000000001,2170,7490,505000
10997,3764800510,20140723T000000,3,1.75,1400,7920,1.0,0,0,3,7,1400,0,1965,0,98034,47.7312,-122.20200000000001,1310,7876,335000
7513,3298300210,20150219T000000,3,1.0,940,7590,1.0,0,0,4,6,940,0,1959,0,98008,47.6231,-122.12,1250,7590,435000
1040,16000435,20150316T000000,2,1.0,1600,8961,1.0,0,0,4,7,1390,210,1949,0,98002,47.3098,-122.21,1502,6798,218500
14938,7923700020,20141121T000000,4,2.0,1570,7320,1.0,0,0,4,7,1570,0,1960,0,98007,47.5967,-122.14,1530,8800,450000
4985,9547201155,20141016T000000,3,1.0,1440,3060,1.5,0,0,4,7,1440,0,1910,0,98115,47.6769,-122.307,1440,3570,567500
139,2767603505,20140507T000000,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,519950
4417,3223069019,20141029T000000,3,1.0,1410,81021,1.0,0,0,3,7,1410,0,1949,1981,98058,47.4303,-122.06700000000001,2000,81021,299950
6102,222029026,20140917T000000,2,0.75,1060,48292,1.0,1,2,5,6,560,500,1947,0,98070,47.4285,-122.51100000000001,750,80201,340000
13003,2874600040,20140804T000000,3,2.25,2920,6300,1.0,0,0,3,8,1710,1210,1956,0,98177,47.7065,-122.37,1940,6300,680000
6509,9412710440,20150422T000000,4,2.75,2030,8600,1.0,0,0,4,7,1230,800,1977,0,98042,47.3942,-122.16,1810,8600,305000
21468,3224059107,20150508T000000,4,3.0,3150,6599,2.0,0,0,3,9,3150,0,2008,0,98056,47.5279,-122.199,2680,9430,649500
19371,3352401037,20150108T000000,3,1.75,1760,6300,1.0,0,0,3,7,1060,700,1963,0,98178,47.5003,-122.26,1340,7300,224000
16220,1250200285,20150317T000000,3,1.0,1130,3600,1.0,0,0,3,6,1130,0,1908,0,98144,47.5978,-122.29899999999999,1710,2231,261500
1817,1337300070,20140924T000000,4,2.25,3180,6105,2.0,0,0,3,10,3180,0,1905,0,98112,47.6255,-122.314,3180,6029,1315000
1075,6099400030,20150114T000000,3,1.75,2300,41900,1.0,0,0,4,8,1310,990,1939,0,98168,47.477,-122.292,1160,8547,320000
3759,561000300,20140623T000000,3,3.75,1950,8625,1.0,0,0,3,8,1360,590,1959,0,98178,47.505,-122.258,1950,6670,345100
15953,7575600430,20141110T000000,3,2.5,1620,5250,2.0,0,0,3,8,1620,0,1987,0,98003,47.3538,-122.301,1650,5250,240000
145,1526069017,20141203T000000,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.02600000000001,2840,87991,921500
19719,1438000200,20140911T000000,4,3.5,2970,6587,2.0,0,0,3,8,2260,710,2014,0,98059,47.4776,-122.12200000000001,2970,5690,549995
14039,3526039101,20141030T000000,4,1.75,2680,6120,1.0,0,0,5,8,1340,1340,1959,0,98117,47.6965,-122.39299999999999,2320,6840,622000
19074,7202330330,20140814T000000,3,2.5,1650,3076,2.0,0,0,3,7,1650,0,2003,0,98053,47.681999999999995,-122.035,1560,3064,447000
11101,9542840570,20150401T000000,4,2.5,1620,4000,2.0,0,0,3,7,1620,0,2008,0,98038,47.3661,-122.02,1580,3780,305000
16105,1446300020,20140531T000000,4,2.5,2550,6256,2.0,0,0,3,9,2550,0,1992,0,98072,47.7742,-122.166,2460,8256,587000
6877,9406520290,20141229T000000,3,2.25,1646,12414,2.0,0,0,3,7,1646,0,1996,0,98038,47.363,-122.035,1654,8734,305000
2755,7852180260,20150129T000000,3,2.5,2350,4456,2.0,0,0,3,7,2350,0,2004,0,98065,47.5314,-121.854,2350,4456,410000
517,925059288,20150507T000000,3,2.5,2400,7745,2.0,0,0,3,9,2400,0,2001,0,98033,47.6734,-122.17299999999999,2080,8615,750000
9809,5426300060,20141008T000000,3,2.25,2300,15952,1.0,0,0,4,8,1150,1150,1963,0,98039,47.6322,-122.23200000000001,2200,14284,1000000
11607,3080000030,20140505T000000,3,2.5,2230,4000,2.0,0,0,3,7,2230,0,1954,0,98144,47.5801,-122.306,1310,4000,398750
15968,2310000440,20141027T000000,3,2.25,1340,7202,2.0,0,0,4,7,1340,0,1989,0,98038,47.3563,-122.039,1470,7395,279950
6642,7503000020,20140507T000000,4,3.0,1830,9548,2.0,0,0,3,7,1830,0,1991,0,98028,47.7379,-122.22399999999999,1740,9750,415000
16951,7151700585,20141125T000000,5,2.25,3440,5000,2.0,0,2,5,9,3440,0,1901,0,98122,47.6127,-122.286,2822,5000,1225000
10248,8731900640,20150324T000000,3,1.75,2380,10450,1.5,0,0,3,8,2380,0,1966,0,98023,47.3143,-122.37,2320,8500,315000
14111,3876313040,20140709T000000,4,2.5,2100,8400,1.0,0,0,4,7,1240,860,1976,0,98072,47.735,-122.17,1980,8610,468000
11110,8859000045,20150424T000000,4,2.75,2180,8480,1.0,0,3,4,7,1210,970,1959,0,98146,47.4961,-122.366,2240,8497,545000
18101,6648150040,20140513T000000,5,3.25,4860,23723,2.0,0,2,4,11,3820,1040,1989,0,98040,47.5767,-122.215,4040,13860,1680000
19538,8718500610,20140526T000000,3,1.5,1690,9144,1.0,0,0,4,7,1140,550,1956,0,98028,47.739,-122.25299999999999,1840,10600,379950
7709,8079100210,20150304T000000,4,2.5,2130,9139,2.0,0,0,3,9,2130,0,1988,0,98029,47.5648,-122.01,2150,8178,620000
11855,1118001360,20150218T000000,3,2.75,3910,7080,1.0,0,0,5,9,1970,1940,1949,0,98112,47.6324,-122.289,3480,7370,1475000
9062,122069107,20141204T000000,3,1.5,1900,43186,1.5,0,0,4,7,1300,600,1971,0,98038,47.4199,-121.99,2080,108028,427500
13990,7855800730,20150210T000000,4,2.5,3090,9238,1.0,0,3,4,8,1680,1410,1967,0,98006,47.5654,-122.163,2690,8500,940000
17806,7852090820,20140729T000000,3,2.5,2500,4203,2.0,0,0,3,8,2500,0,2001,0,98065,47.5346,-121.875,2460,4798,539900
7092,8563020170,20150310T000000,3,1.75,1650,9500,1.0,0,0,3,8,1650,0,1967,0,98052,47.631,-122.098,1880,9375,485000
15625,7657600005,20141031T000000,5,2.0,1730,7375,1.0,0,0,4,6,1730,0,1944,0,98178,47.4953,-122.238,1550,7125,249950
20162,7967000130,20150401T000000,4,3.0,2050,4000,2.0,0,0,3,8,2050,0,2014,0,98001,47.3525,-122.275,2050,4000,370228
17278,2769602135,20140813T000000,3,2.0,1380,2500,1.0,0,0,3,7,750,630,1986,0,98107,47.6753,-122.363,1630,3800,435000
4458,6848200018,20140528T000000,4,2.75,3040,2800,2.0,0,0,3,9,2100,940,1906,2014,98102,47.6245,-122.32700000000001,1260,2178,840000
76,4036801170,20141013T000000,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,380000
10581,5379800810,20140807T000000,2,1.0,790,14200,1.0,0,0,3,7,790,0,1951,0,98188,47.458999999999996,-122.285,1430,10000,198000
6188,3904902500,20141219T000000,4,2.5,2940,14071,2.0,0,0,3,9,2940,0,1986,0,98029,47.5627,-122.01799999999999,2670,10982,675000
8465,7568700175,20140604T000000,3,1.0,1210,7440,1.0,0,0,3,7,1210,0,1949,0,98155,47.7402,-122.323,1120,7440,324950
7888,9195700040,20140926T000000,3,2.0,1500,8086,1.0,0,0,3,7,1060,440,1981,0,98027,47.5584,-122.081,1550,8086,425000
2166,408100105,20141103T000000,3,1.0,800,5760,1.0,0,0,3,6,700,100,1949,0,98155,47.7505,-122.31700000000001,1060,6628,265000
7864,3630060040,20140911T000000,2,1.0,1050,3088,1.0,0,0,3,7,1050,0,2005,0,98029,47.5471,-121.99600000000001,1890,2772,285000
18473,9557300040,20150225T000000,5,2.25,2590,7245,1.0,0,0,3,8,1510,1080,1973,0,98008,47.6398,-122.111,1930,7245,539000
4212,2597500090,20140808T000000,5,2.5,2630,8470,1.5,0,0,4,8,2630,0,1968,0,98002,47.2863,-122.196,1780,8575,270000
6457,3867400130,20140709T000000,4,1.75,2000,3988,1.0,0,4,4,7,1000,1000,1958,0,98116,47.5925,-122.391,1690,4144,810000
9981,1824069083,20150429T000000,3,1.0,3060,30166,1.0,0,0,5,8,3060,0,1959,0,98027,47.5656,-122.09299999999999,1880,19602,835000
19222,7277100395,20150225T000000,4,3.5,2550,3600,2.0,0,2,3,8,1880,670,1997,0,98177,47.7709,-122.39,2090,6000,675000
2083,6402300070,20141208T000000,4,2.5,2390,10000,1.0,0,0,3,9,1590,800,1975,0,98040,47.5801,-122.229,1900,9752,800000
20029,7228500037,20150505T000000,2,1.5,1190,1361,2.0,0,0,3,8,1190,0,2007,0,98122,47.6161,-122.302,1280,3360,555000
4002,809002215,20140519T000000,5,2.0,3370,5000,1.5,0,0,4,7,2140,1230,1907,0,98109,47.6373,-122.35,1920,3200,762000
1919,1826049225,20150417T000000,4,1.75,1870,8663,1.0,0,0,5,7,1870,0,1949,0,98133,47.7366,-122.35,1560,7800,460000
15961,2767704332,20140930T000000,3,3.25,1390,1278,2.0,0,0,3,8,1140,250,2005,0,98107,47.6735,-122.375,1390,1256,469000
17689,6446200365,20150505T000000,5,1.75,3240,34510,2.0,0,0,4,7,2690,550,1963,0,98029,47.5529,-122.027,2650,28250,605000
8193,797000256,20150407T000000,3,1.75,1330,12092,1.0,0,0,4,6,720,610,1981,0,98168,47.5102,-122.324,1770,11770,339950
18359,5006000035,20150427T000000,4,1.0,1670,8102,1.5,0,0,3,6,1670,0,1944,0,98166,47.4692,-122.355,1310,7906,332500
9237,3524039144,20141007T000000,2,1.0,1620,9855,1.0,0,4,3,8,1320,300,1948,0,98136,47.5264,-122.384,1820,7700,700000
15226,1088000050,20150213T000000,3,1.75,1970,10548,1.0,0,0,4,8,1300,670,1973,0,98033,47.6669,-122.179,2500,8548,678700
570,5104510270,20140718T000000,4,2.5,1830,5612,2.0,0,0,3,7,1830,0,2003,0,98038,47.3572,-122.015,1830,5998,338900
19277,822069066,20150223T000000,4,2.5,1620,219542,2.0,0,0,3,7,1620,0,1980,0,98038,47.4014,-122.069,2240,217800,365000
20424,7853360850,20150116T000000,3,2.5,2430,5866,2.0,0,0,3,7,2430,0,2009,0,98065,47.5158,-121.87100000000001,2380,5866,471500
9977,7230300060,20140805T000000,4,2.5,2190,17600,1.0,0,0,4,7,1110,1080,1966,0,98059,47.4712,-122.11200000000001,1820,17600,370000
21538,1865400076,20140509T000000,3,2.25,998,904,2.0,0,0,3,7,798,200,2007,0,98117,47.6983,-122.367,998,1110,324000
7103,6813600415,20140508T000000,2,1.0,1060,4960,1.0,0,0,3,7,1060,0,1926,0,98103,47.6896,-122.331,1420,4960,515000
16499,2025049028,20140609T000000,2,1.0,710,1136,2.0,0,0,4,7,710,0,1943,0,98102,47.6414,-122.329,1370,1173,403950
465,8658300340,20140523T000000,1,0.75,430,5050,1.0,0,0,2,4,430,0,1912,0,98014,47.6499,-121.90899999999999,1200,7500,80000
6152,7878400022,20150506T000000,4,2.25,3060,7920,1.0,0,0,3,7,1530,1530,1965,0,98178,47.4879,-122.245,1850,7800,390000
2470,5457300696,20140627T000000,3,2.5,1660,1545,2.0,0,2,3,9,1400,260,2002,0,98109,47.6268,-122.353,1820,2570,700000
9827,5013500400,20150326T000000,4,1.0,1440,6678,1.0,0,0,3,7,1040,400,1950,0,98116,47.571000000000005,-122.39200000000001,1320,6678,440000
16717,1328320920,20150421T000000,4,2.25,2810,8560,1.0,0,0,3,8,1610,1200,1979,0,98058,47.4437,-122.124,2400,7600,386000
19446,3303850330,20141216T000000,4,3.25,5080,27755,2.0,0,0,3,11,5080,0,2001,0,98006,47.5423,-122.111,4730,22326,1900000
19396,8149600265,20150514T000000,4,1.75,1980,5850,1.0,0,1,4,8,1380,600,1960,0,98116,47.5607,-122.391,1810,5850,725000
18408,5244801255,20150428T000000,3,2.75,2260,4000,2.0,0,0,4,8,1540,720,1956,0,98109,47.6435,-122.353,2120,4000,705000
4147,9158100090,20150427T000000,3,1.75,2540,8280,1.0,0,0,3,7,1270,1270,1949,0,98177,47.7219,-122.35799999999999,1950,8280,550500
4507,1332200110,20140708T000000,4,2.5,2200,8065,2.0,0,0,3,7,2200,0,1998,0,98031,47.4042,-122.213,2641,8535,300000
5315,8691370290,20141215T000000,4,2.75,2820,8009,2.0,0,0,3,9,2820,0,2001,0,98075,47.6,-121.977,2820,7398,682000
9651,2473000410,20150408T000000,4,2.25,2570,11070,2.0,0,0,4,8,2570,0,1966,0,98058,47.4507,-122.152,2210,9600,479950
17240,1338800280,20140929T000000,4,1.5,2650,6900,2.0,0,0,4,9,2400,250,1909,0,98112,47.6275,-122.305,2420,6900,1457000
8648,8651480090,20150327T000000,4,2.5,2350,9779,1.0,0,0,3,10,2350,0,1987,0,98074,47.6411,-122.065,2700,10441,692000
19781,2867300160,20140904T000000,5,3.5,3931,9497,2.0,0,0,3,10,2650,1281,2014,0,98023,47.3008,-122.38600000000001,3510,9497,450000
11201,1545802080,20140904T000000,3,2.0,1310,7332,1.0,0,0,3,7,1310,0,1987,0,98038,47.3597,-122.051,1530,7362,230000
808,7202340960,20140908T000000,3,2.5,2600,4438,2.0,0,0,3,7,2600,0,2004,0,98053,47.6799,-122.03399999999999,2600,4904,581000
2886,1994200031,20140620T000000,3,2.0,1430,3480,1.0,0,0,3,7,980,450,1947,0,98103,47.6874,-122.336,1450,4650,450000
15208,2329700440,20141027T000000,3,1.5,970,8400,1.0,0,0,3,7,970,0,1966,0,98003,47.3284,-122.331,1230,8400,155000
6763,8691330500,20141216T000000,4,2.5,3090,12511,2.0,0,0,4,10,3090,0,1998,0,98075,47.5932,-121.98299999999999,3100,10882,780000
16189,3066410080,20140917T000000,3,2.5,2520,10223,2.0,0,0,3,10,2520,0,1988,0,98074,47.631,-122.042,2630,10091,590000
19898,422000075,20140711T000000,4,2.5,2240,5500,2.0,0,0,3,8,2240,0,2013,0,98056,47.496,-122.169,700,5500,389950
9605,7812800775,20140910T000000,3,1.0,1420,7420,1.5,0,0,3,6,1420,0,1944,0,98178,47.4949,-122.23899999999999,1290,6600,264250
18314,6708200040,20140507T000000,4,2.75,2140,13000,1.0,0,0,3,7,1320,820,1968,0,98028,47.7683,-122.25200000000001,2360,11000,409500
5429,3764800630,20140825T000000,3,1.5,1310,8100,1.0,0,0,3,7,1310,0,1965,0,98034,47.7328,-122.20100000000001,1330,8100,290000
17269,8956000460,20150123T000000,3,2.5,2010,3200,2.0,0,0,3,9,2010,0,2009,0,98027,47.5463,-122.015,2250,3200,625000
18923,809002290,20140519T000000,4,3.0,2240,6000,1.5,0,0,4,8,1270,970,1914,0,98109,47.6369,-122.35,2240,4250,1190000
17411,5459000305,20150408T000000,3,2.25,2060,9953,1.0,0,0,5,8,1070,990,1964,0,98040,47.5767,-122.23299999999999,2340,9600,648752
4887,1331900020,20140925T000000,3,2.5,3780,35273,1.5,0,0,3,10,3780,0,1986,0,98072,47.7499,-122.119,3450,35273,930000
9869,4123800320,20150206T000000,3,3.25,1340,5434,2.0,0,0,3,7,1340,0,1986,0,98038,47.3779,-122.045,1670,6203,176000
12887,5126300770,20150217T000000,3,2.5,2240,6000,2.0,0,0,3,8,2240,0,2003,0,98059,47.4837,-122.13799999999999,2400,6000,340000
14511,8122101115,20150421T000000,4,2.5,2180,6500,2.0,0,0,3,7,1410,770,1945,0,98126,47.5365,-122.37,920,6500,435000
1829,7101100055,20150303T000000,3,1.75,2360,8290,1.0,0,0,4,7,1180,1180,1950,0,98115,47.6738,-122.281,1880,7670,753000
20115,7702080110,20141016T000000,5,2.75,2620,6389,2.0,0,0,3,9,2620,0,2007,0,98028,47.77,-122.236,2620,4504,535000
8509,6388910730,20140806T000000,3,2.5,2480,8676,2.0,0,0,4,8,2480,0,1989,0,98056,47.53,-122.17200000000001,2540,9496,555000
7099,1796360080,20140709T000000,2,1.75,1460,7926,1.0,0,0,4,7,1460,0,1987,0,98042,47.3665,-122.09200000000001,1680,8206,237950
7022,4223400050,20150323T000000,2,1.5,1440,11954,1.0,0,0,4,8,1440,0,1978,0,98002,47.2909,-122.219,1460,9730,330000
11748,3629940160,20150311T000000,5,4.5,5840,17168,2.0,0,0,3,12,4570,1270,2006,0,98029,47.5457,-121.991,4850,15017,2200000
4521,993001332,20140903T000000,3,2.25,1430,1448,3.0,0,0,3,8,1430,0,2005,0,98103,47.6916,-122.34100000000001,1430,1383,407000
16854,8861000235,20150324T000000,4,2.75,2220,11925,1.0,0,0,3,7,1560,660,1953,1985,98004,47.6381,-122.205,2500,11377,825000
20314,629650380,20150123T000000,4,2.5,1660,6724,2.0,0,0,3,7,1660,0,2009,0,98001,47.25899999999999,-122.256,1544,6054,255000
20460,9808100150,20150402T000000,5,3.75,5350,15360,1.0,0,1,3,11,3040,2310,2008,0,98004,47.648,-122.21799999999999,3740,15940,3345000
18704,3558900590,20150324T000000,6,1.75,2230,10080,1.0,0,0,3,7,1390,840,1969,0,98034,47.7089,-122.20100000000001,2110,8475,692500
12616,1139000620,20141008T000000,2,1.0,770,7554,1.0,0,0,3,6,770,0,1946,0,98177,47.7057,-122.36,1390,7500,385000
2520,7228501580,20150116T000000,3,1.0,1560,4500,1.5,0,0,3,7,1560,0,1903,0,98122,47.6118,-122.306,1660,4500,415000
8872,722069057,20150102T000000,3,1.75,1600,313672,1.0,0,0,4,7,1600,0,1960,0,98058,47.4129,-122.08,1780,90860,408000
7662,6064800090,20150507T000000,3,2.25,1960,1985,2.0,0,0,3,7,1750,210,2003,0,98118,47.5419,-122.289,1760,1985,365000
6515,7760400420,20140718T000000,3,2.0,1590,8670,1.0,0,0,3,7,1590,0,1994,0,98042,47.3725,-122.073,1590,9253,255000
12245,2767601805,20150213T000000,2,1.0,1370,5000,1.5,0,0,3,7,1370,0,1905,0,98107,47.6744,-122.383,1500,5000,600000
2174,6840701125,20150422T000000,3,1.0,1830,4400,1.5,0,0,4,8,1720,110,1930,0,98122,47.6052,-122.3,1650,4400,638000
9432,1924069039,20140519T000000,5,3.25,4180,49222,2.0,0,0,4,8,2880,1300,1979,0,98027,47.5488,-122.094,3170,8029,869000
2107,908000260,20141117T000000,4,2.5,1870,5692,2.0,0,0,3,7,1870,0,2004,0,98058,47.4334,-122.148,2390,5293,272000
10425,3294700421,20150225T000000,3,1.5,2030,10075,1.0,0,0,5,7,1080,950,1961,0,98055,47.4713,-122.197,2210,10075,389000
11279,241900160,20150310T000000,5,2.5,2740,5460,2.0,0,0,3,8,2740,0,2005,0,98031,47.4042,-122.204,2900,5971,370000
11026,7625702440,20141230T000000,3,1.75,1480,800,2.0,0,0,3,8,1000,480,2014,0,98136,47.5493,-122.387,1480,1143,469000
8113,1370804480,20140929T000000,2,1.75,970,4233,1.0,0,0,4,7,970,0,1944,0,98199,47.6384,-122.4,1340,4233,560000
13111,7229900925,20141010T000000,3,1.75,2700,18246,1.0,0,0,4,7,1510,1190,1967,0,98059,47.4817,-122.09700000000001,1620,16986,381000
7416,8651402660,20141008T000000,4,1.5,1450,5530,1.0,0,0,4,6,1450,0,1969,0,98042,47.3613,-122.087,1060,5200,175409
157,8731900200,20140807T000000,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,320000
21372,6169901185,20140520T000000,5,3.5,4460,2975,3.0,0,2,3,10,3280,1180,2015,0,98119,47.6313,-122.37,2490,4231,490000
5797,3211230080,20140728T000000,3,2.5,2200,34680,2.0,0,0,3,9,2200,0,1985,0,98092,47.3139,-122.116,2560,35840,424000
20593,170000060,20141008T000000,5,3.5,3900,4400,2.0,0,0,3,9,2650,1250,2014,0,98107,47.6607,-122.36200000000001,1190,4400,1200000
361,1072010350,20140828T000000,5,2.5,2760,11340,2.0,0,0,4,9,2760,0,1978,0,98059,47.4769,-122.141,2470,11340,380000
18582,1079450410,20150417T000000,5,2.5,2510,10240,1.0,0,0,4,8,1410,1100,1984,0,98059,47.4732,-122.141,2170,10500,450000
14556,2303900035,20140611T000000,5,6.25,8670,64033,2.0,0,4,3,13,6120,2550,1965,2003,98177,47.7295,-122.37200000000001,4140,81021,2888000
20083,2143700756,20140929T000000,4,2.5,2090,5040,2.0,0,0,3,9,2090,0,2014,0,98055,47.4797,-122.23,1430,12000,388000
13384,2787000040,20141003T000000,3,1.5,1870,42070,1.0,0,0,3,7,1870,0,1953,0,98168,47.50899999999999,-122.31299999999999,1870,19965,285000
6336,126049217,20140604T000000,3,1.75,1530,10731,1.0,0,0,3,7,1530,0,1986,0,98028,47.7655,-122.244,2100,12593,400000
10259,2473480350,20140519T000000,3,1.75,1610,12247,1.0,0,0,3,8,1610,0,1981,0,98058,47.4476,-122.124,2010,9271,305000
